lens,horizon,load,value_source,advantage_type,n,nonzero_reference_count,pearson,spearman,sign_agreement,normalized_mae,quartile_agreement,sign_agreement_including_zeros
production_smdp,50,low,V2,normalized,398,389,0.08125037110696676,0.12326975143328811,0.5141388174807198,1.0396087012306219,0.2814070351758794,0.5025125628140703
production_smdp,50,low,V3,raw,398,389,0.06226796113595791,0.09721182236815565,0.506426735218509,1.0479542840340486,0.25125628140703515,0.4949748743718593
production_smdp,50,low,V3,normalized,398,389,0.07134645404976883,0.10349499246240294,0.519280205655527,1.0436484966309054,0.2638190954773869,0.507537688442211
production_smdp,50,medium,V0,raw,299,291,0.11183069120788906,0.15112096209510018,0.6666666666666666,1.019827369671918,0.2608695652173913,0.6488294314381271
production_smdp,50,medium,V0,normalized,299,291,0.10678044856666408,0.15130532532459848,0.5360824742268041,1.017255488987532,0.25752508361204013,0.5217391304347826
production_smdp,50,medium,V1,raw,299,291,0.11179377852104547,0.15104473960867973,0.6666666666666666,1.0198405866141427,0.2608695652173913,0.6488294314381271
production_smdp,50,medium,V1,normalized,299,291,0.10674304972035104,0.15130577425253613,0.5360824742268041,1.0172723928597593,0.25752508361204013,0.5217391304347826
production_smdp,50,medium,V2,raw,299,291,0.11179376348826718,0.1510412604167724,0.6666666666666666,1.019840590113285,0.2608695652173913,0.6488294314381271
production_smdp,50,medium,V2,normalized,299,291,0.10674304267780865,0.15130577425253613,0.5360824742268041,1.0172723883630161,0.25752508361204013,0.5217391304347826
production_smdp,50,medium,V3,raw,299,291,0.098921609636654,0.11701710730211969,0.5292096219931272,1.023488298680252,0.27759197324414714,0.5150501672240803
production_smdp,50,medium,V3,normalized,299,291,0.09394058916090627,0.1202924855352759,0.5017182130584192,1.02295759603105,0.25418060200668896,0.4882943143812709
