state_id,trial_id,task_id,action_index,pair,next_task_id,interval_duration_seconds,next_effective_mask_size,next_q_expectation,next_action_q_spread,next_action_q_weighted_std,discount_term,bootstrap_term
trial_000_ep1_task016,0,16,5,"(1, 7)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,6,"(1, 8)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,7,"(2, 3)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,8,"(2, 4)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,9,"(2, 5)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,10,"(2, 6)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,11,"(2, 7)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,12,"(2, 8)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,13,"(3, 4)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,14,"(3, 5)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,15,"(3, 6)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,16,"(3, 7)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
trial_000_ep1_task016,0,16,17,"(3, 8)",17,1.6874356791965577,26,36.86567541229325,0.006866455078125,0.0016800847619071,0.8371189588693543,30.86095581915448
